,Наименование,Год,Регистрационный номер,"Возраст компании, лет",Дата ликвидации,Вид деятельности/отрасль,Форма собственности,Важная информация,"Коэффициент быстрой ликвидности, %","Коэффициент обеспеченности собственными оборотными средствами, %","Коэффициент оборачиваемости совокупных активов, %","Коэффициент текущей ликвидности, %","Оборачиваемость дебиторской задолженности, разы","Оборачиваемость кредиторской задолженности, разы","Рентабельность активов (ROA), %","Рентабельность капитала (ROE), %","Рентабельность продаж, %","Соотношение совокупного долга к капиталу, %",next_year_liqudation
3609,"ДМ-КЛАССИКА, ООО",2015,1022301116397.0,23.0,2019,"Производство пластмассовых изделий, используемых в строительстве",16 - Частная собственность,Ликвидировано вследствие банкротства (23.12.2019).,0.2264,0.0244,1.3385,1.3183,12.2,4.3,0.003,0.0111,0.0243,1.3149,0
3610,"ДМ-КЛАССИКА, ООО",2016,1022301116397.0,23.0,2019,"Производство пластмассовых изделий, используемых в строительстве",16 - Частная собственность,Ликвидировано вследствие банкротства (23.12.2019).,0.3648,-2.0254,0.2965,0.3731,1.1,0.5,-0.9595,7.9586,-1.2601,-0.7067,0
3611,"ДМ-КЛАССИКА, ООО",2017,1022301116397.0,23.0,2019,"Производство пластмассовых изделий, используемых в строительстве",16 - Частная собственность,Ликвидировано вследствие банкротства (23.12.2019).,0.3078,-2.5715,0.0195,0.316,0.0,0.0,-0.2171,0.1574,1.0,-0.5959,0
3612,"ДМ-КЛАССИКА, ООО",2018,1022301116397.0,23.0,2019,"Производство пластмассовых изделий, используемых в строительстве",16 - Частная собственность,Ликвидировано вследствие банкротства (23.12.2019).,0.5072,-0.9707,0.2736,0.5072,0.4,0.2,-0.0125,0.0077,-0.0456,,1
10931,"СВАРОГ, ООО",2015,1022301438620.0,26.0,2019,Строительство жилых и нежилых зданий,16 - Частная собственность,Ликвидировано вследствие банкротства (01.11.2019).,0.6536,-0.1769,0.1583,0.8497,0.3,0.3,-0.0682,0.5084,-0.1259,-6.0736,0
10932,"СВАРОГ, ООО",2016,1022301438620.0,26.0,2019,Строительство жилых и нежилых зданий,16 - Частная собственность,Ликвидировано вследствие банкротства (01.11.2019).,0.5648,-0.3215,0.0275,0.7584,0.0,0.1,-0.1102,0.6313,-0.4193,-3.5703,0
10933,"СВАРОГ, ООО",2017,1022301438620.0,26.0,2019,Строительство жилых и нежилых зданий,16 - Частная собственность,Ликвидировано вследствие банкротства (01.11.2019).,0.0597,-9.0959,0.001,0.0991,0.0,0.0,-0.2978,0.5319,-181.1152,-0.6406,0
10934,"СВАРОГ, ООО",2018,1022301438620.0,26.0,2019,Строительство жилых и нежилых зданий,16 - Частная собственность,Ликвидировано вследствие банкротства (01.11.2019).,0.0634,-9.3911,0.001,0.0963,,,-0.0226,0.0075,0.2617,-0.6358,1
11124,"СЕЛЬХОЗПРОМЭКСПО, ООО",2015,1022303857070.0,24.0,2019,Выращивание зерновых культур,16 - Частная собственность,Ликвидировано вследствие банкротства (03.12.2019).,0.4665,-0.6958,0.3345,0.5897,3.5,0.3,-0.0314,0.0652,0.1097,-0.1565,0
11125,"СЕЛЬХОЗПРОМЭКСПО, ООО",2016,1022303857070.0,24.0,2019,Выращивание зерновых культур,16 - Частная собственность,Ликвидировано вследствие банкротства (03.12.2019).,0.4823,-0.8162,0.2092,0.5506,1.7,0.1,0.0005,-0.0011,0.0731,-0.1567,0
11126,"СЕЛЬХОЗПРОМЭКСПО, ООО",2017,1022303857070.0,24.0,2019,Выращивание зерновых культур,16 - Частная собственность,Ликвидировано вследствие банкротства (03.12.2019).,0.5296,-0.7867,0.0629,0.5597,0.4,0.0,-0.0637,0.1042,-0.5347,-0.1162,0
11127,"СЕЛЬХОЗПРОМЭКСПО, ООО",2018,1022303857070.0,24.0,2019,Выращивание зерновых культур,16 - Частная собственность,Ликвидировано вследствие банкротства (03.12.2019).,0.4823,-0.9885,0.003,0.5029,,,-0.1136,0.1383,0.0338,-0.1011,1
5680,"КОЛХОЗ ЗАРЯ, СПК",2015,1022304242620.0,36.0,2019,Выращивание зерновых культур,16 - Частная собственность,Ликвидировано вследствие банкротства (13.05.2019).,0.166,0.4663,1.0648,4.0757,45.7,9.6,0.0359,0.0586,0.1169,0.3242,0
5681,"КОЛХОЗ ЗАРЯ, СПК",2016,1022304242620.0,36.0,2019,Выращивание зерновых культур,16 - Частная собственность,Ликвидировано вследствие банкротства (13.05.2019).,0.1139,-0.0265,0.9142,1.4757,25.8,4.0,-0.2705,-0.5367,-0.201,0.8819,0
5682,"КОЛХОЗ ЗАРЯ, СПК",2017,1022304242620.0,36.0,2019,Выращивание зерновых культур,16 - Частная собственность,Ликвидировано вследствие банкротства (13.05.2019).,0.144,-1.3606,1.3603,0.5736,16.7,3.6,-0.5106,-5.1821,-0.1274,-2.523,0
5683,"КОЛХОЗ ЗАРЯ, СПК",2018,1022304242620.0,36.0,2019,Выращивание зерновых культур,16 - Частная собственность,Ликвидировано вследствие банкротства (13.05.2019).,,,1.1161,,8.0,2.3,0.6542,-2.0,-0.8267,,1
7549,"МЯСНОЙ ДВОР, ЗАО",2015,1022501276270.0,25.0,2019,"Торговля оптовая мясом и мясом птицы, включая субпродукты",16 - Частная собственность,Ликвидировано вследствие банкротства (27.09.2019).,2.3263,0.0457,1.2934,6.4235,5.0,17.4,-0.1455,-0.5193,-0.0532,3.061,0
7550,"МЯСНОЙ ДВОР, ЗАО",2016,1022501276270.0,25.0,2019,"Торговля оптовая мясом и мясом птицы, включая субпродукты",16 - Частная собственность,Ликвидировано вследствие банкротства (27.09.2019).,1.0219,0.0214,0.274,1.0219,0.7,2.0,-0.4164,-1.9532,-0.1785,0.0,0
7551,"МЯСНОЙ ДВОР, ЗАО",2017,1022501276270.0,25.0,2019,"Торговля оптовая мясом и мясом птицы, включая субпродукты",16 - Частная собственность,Ликвидировано вследствие банкротства (27.09.2019).,1.0355,0.0343,0.0144,1.0355,0.0,0.0,0.0133,0.476,-0.3388,0.0,0
7552,"МЯСНОЙ ДВОР, ЗАО",2018,1022501276270.0,25.0,2019,"Торговля оптовая мясом и мясом птицы, включая субпродукты",16 - Частная собственность,Ликвидировано вследствие банкротства (27.09.2019).,0.4069,-1.4574,0.0088,0.4069,,,-0.867,2.2567,-1.2937,,1
15973,"ЭВАНС, ООО",2016,1022701284594.0,24.0,2019,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",16 - Частная собственность,Ликвидировано вследствие банкротства (09.09.2019).,0.0721,-12.8714,0.0416,0.0721,0.3,0.0,0.0063,-0.0097,,0.0,0
15974,"ЭВАНС, ООО",2017,1022701284594.0,24.0,2019,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",16 - Частная собственность,Ликвидировано вследствие банкротства (09.09.2019).,0.0836,-10.968,0.0418,0.0836,0.3,0.0,-0.0005,0.0008,,0.0,0
15975,"ЭВАНС, ООО",2018,1022701284594.0,24.0,2019,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",16 - Частная собственность,Ликвидировано вследствие банкротства (09.09.2019).,0.0803,-11.449,0.0507,0.0803,0.4,,0.0074,-0.0108,,,1
11959,"СОЛОМБАЛЬСКИЙ ЦБК, ОАО",2015,1022900538154.0,32.0,2019,Производство целлюлозы и древесной массы,16 - Частная собственность,Ликвидировано вследствие банкротства (30.12.2019).,0.1717,-4.694,0.076,0.2022,0.3,0.1,-0.0187,0.0264,-0.6809,-1.0742,0
11960,"СОЛОМБАЛЬСКИЙ ЦБК, ОАО",2016,1022900538154.0,32.0,2019,Производство целлюлозы и древесной массы,16 - Частная собственность,Ликвидировано вследствие банкротства (30.12.2019).,0.1809,-4.5944,0.0874,0.2052,0.3,0.1,-0.1263,0.1434,-0.3334,-0.8828,0
11961,"СОЛОМБАЛЬСКИЙ ЦБК, ОАО",2017,1022900538154.0,32.0,2019,Производство целлюлозы и древесной массы,16 - Частная собственность,Ликвидировано вследствие банкротства (30.12.2019).,0.1251,-6.6946,0.1213,0.1477,0.4,0.1,-0.3474,0.2686,-0.2194,-0.6978,0
11962,"СОЛОМБАЛЬСКИЙ ЦБК, ОАО",2018,1022900538154.0,32.0,2019,Производство целлюлозы и древесной массы,16 - Частная собственность,Ликвидировано вследствие банкротства (30.12.2019).,0.106,-7.9822,0.0922,0.1235,0.3,,-0.7801,0.3625,-0.3326,-0.4706,1
3126,"ГППЛ, ООО",2015,1023201287372.0,23.0,2019,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",16 - Частная собственность,Ликвидировано вследствие банкротства (28.08.2019).,1.2644,0.2575,0.0151,1.4662,0.0,0.0,0.0436,0.0746,-0.582,0.0442,0
3127,"ГППЛ, ООО",2016,1023201287372.0,23.0,2019,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",16 - Частная собственность,Ликвидировано вследствие банкротства (28.08.2019).,0.6135,-0.4852,0.0104,0.744,0.0,0.0,-0.3728,-0.6279,-2.0353,0.1064,0
3128,"ГППЛ, ООО",2017,1023201287372.0,23.0,2019,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",16 - Частная собственность,Ликвидировано вследствие банкротства (28.08.2019).,0.6259,-0.4994,0.0124,0.7289,0.0,0.0,-0.0227,-0.0478,-1.5047,0.1166,0
