№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
1 413;1156325000523;06.03.2015;10;28.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;35;34;36;33;23;Ликвидировано (28.05.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";121 714 000;118 988 000;120 235 000;135 186 000;147 716 000;23 281 000;22 556 000;23 981 000;39 719 000;37 446 000;16 255 000;18 788 000;29 824 000;44 590 000;32 906 000;116 418 000;118 751 000;120 119 000;134 745 000;145 939 000;9 409 000
1 414;1137448004264;08.04.2013;12;03.11.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;13;28;30;;;Прекратило деятельность при присоединении (03.11.2022).;;1 022 172 000;1 919 471 000;;;;504 093 000;555 774 000;;;;178 281 000;193 153 000;;;;945 603 000;1 847 513 000;;;;
1 415;1171690033570;10.04.2017;8;22.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;139;273;352;254;;Прекратило деятельность при присоединении (22.01.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень работодателей, деятельность которых отнесена к категории высокого риска"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";589 903 000;1 174 472 000;1 377 042 000;;;235 974 000;464 630 000;364 000 000;;;219 365 000;426 116 000;312 164 000;;;557 119 000;1 066 814 000;1 311 246 000;;;
1 416;1158617010188;12.10.2015;10;30.08.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;39;22;;;;Ликвидировано (30.08.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";51 458 000;32 247 000;;;;28 379 000;22 936 000;;;;25 568 000;19 948 000;;;;51 458 000;32 247 000;;;;
1 417;1190280053204;03.09.2019;6;12.01.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;22;19;17;;;Прекратило деятельность при присоединении (12.01.2023).;;13 872 000;45 174 000;;;;15 870 000;40 278 000;;;;15 570 000;33 944 000;;;;13 866 000;44 991 000;;;;
1 418;1166196099190;20.09.2016;9;24.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;77;70;58;50;21;Ликвидировано (24.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";396 903 000;351 444 000;360 676 000;301 041 000;154 792 000;54 409 000;53 288 000;85 870 000;101 157 000;;50 741 000;47 841 000;64 440 000;66 489 000;;395 033 000;345 990 000;359 731 000;296 383 000;;
1 419;1122721002711;30.03.2012;13;22.09.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;34;30;10;;;Ликвидировано (22.09.2023).;;145 812 000;304 654 000;20 825 000;;;44 103 000;31 842 000;2 954 000;;;46 854 000;26 410 000;3 187 000;;;144 961 000;295 057 000;14 729 000;;;
1 420;1192130002206;06.02.2019;6;08.04.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;101;48;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (08.04.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";178 828 000;36 075 000;;;;170 334 000;135 725 000;;;;161 816 000;126 856 000;;;;178 773 000;36 034 000;;;;
1 421;1186313091788;23.10.2018;6;27.03.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;80;77;2;1;;Ликвидировано (27.03.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";51 371 000;60 238 000;6 338 000;3 340 000;;26 418 000;12 190 000;2 530 000;183 000;;31 009 000;14 743 000;3 518 000;168 000;;48 332 000;56 729 000;2 755 000;2 079 000;;
1 422;1117746849329;25.10.2011;13;09.01.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;196;164;166;116;;Ликвидировано (09.01.2025).;"""Получатели поддержки правительства Москвы"", ""Реестр участников Информационного ресурса Фасилити-операторов"", ""Реестр членов Саморегулируемой организации Ассоциация клининговых и фасилити операторов"", ""Реестр операторов, осуществляющих обработку персональных данных""";399 990 000;575 373 000;481 160 000;144 900 000;;226 923 000;223 137 000;148 544 000;85 683 000;;217 901 000;209 782 000;130 861 000;66 843 000;;396 876 000;574 866 000;477 902 000;143 595 000;;
1 423;1211600027320;09.04.2021;4;28.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;27;38;30;26;Прекратило деятельность при присоединении (28.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";;147 751 000;168 353 000;153 370 000;186 505 000;;52 196 000;68 562 000;96 497 000;;;24 698 000;9 724 000;10 057 000;;;146 867 000;164 065 000;147 374 000;;
1 424;1201600059550;27.08.2020;5;28.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;3;38;33;24;22;Прекратило деятельность при присоединении (28.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";14 752 000;166 985 000;121 490 000;123 533 000;157 310 000;16 831 000;46 547 000;55 067 000;76 156 000;;14 190 000;16 921 000;7 986 000;10 320 000;;14 748 000;165 963 000;118 291 000;119 112 000;;
1 425;1211600027242;09.04.2021;4;28.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;20;26;22;22;Прекратило деятельность при присоединении (28.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";;137 588 000;167 914 000;184 110 000;206 976 000;;38 119 000;59 162 000;90 024 000;;;14 519 000;10 426 000;10 944 000;;;136 581 000;165 192 000;178 735 000;;
1 426;1211200003299;30.07.2021;4;23.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;6;18;17;14;Прекратило деятельность при присоединении (23.05.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";;31 489 000;63 407 000;62 029 000;69 762 000;;14 637 000;16 018 000;21 202 000;34 792 000;;11 404 000;4 639 000;3 421 000;1 115 000;;31 314 000;62 557 000;60 798 000;61 039 000;15 918 000
1 427;1201600059594;27.08.2020;5;28.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;2;25;26;25;21;Прекратило деятельность при присоединении (28.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";1 518 000;110 016 000;127 699 000;134 770 000;208 503 000;4 865 000;20 096 000;37 313 000;58 915 000;;7 241 000;7 957 000;7 414 000;11 609 000;;1 517 000;109 712 000;125 928 000;131 475 000;;
1 428;1111690041099;22.06.2011;14;28.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;66;27;17;18;18;Прекратило деятельность при присоединении (28.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";243 703 000;118 489 000;53 457 000;53 578 000;69 954 000;119 261 000;134 300 000;134 049 000;136 181 000;;15 342 000;7 808 000;6 355 000;6 440 000;;237 308 000;117 454 000;52 688 000;52 803 000;;
1 429;1191690026725;22.03.2019;6;28.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;38;47;29;25;20;Прекратило деятельность при присоединении (28.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";213 702 000;204 567;125 302 000;122 214 000;144 515 000;47 623 000;77 366 000;96 755 000;121 788 000;;18 648 000;7 403 000;7 926 000;13 178 000;;212 865 000;196 513 000;124 650 000;121 695 000;;
1 430;1121690071315;04.10.2012;13;28.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;69;34;32;29;25;Прекратило деятельность при присоединении (28.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";288 462 000;171 740 000;139 833 000;126 001 000;142 552 000;169 676 000;173 078 000;177 439 000;200 004 000;;59 645 000;32 604 000;9 289 000;11 843 000;;280 314 000;170 632 000;138 728 000;124 929 000;;
1 431;1210200000010;11.01.2021;4;10.10.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;55;55;39;20;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (10.10.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр субъектов малого и среднего предпринимательства (Дата включения 10.02.2021, Категория: Малое предприятие)""";;;13 028 000;11 685 000;6 431 000;;5 287 000;21 413 000;4 721 000;63 000;;5 277 000;21 403 000;4 711 000;53 000;;11 025 000;13 028 000;11 685 000;6 431 000;
1 432;1121650022757;24.12.2012;12;20.10.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;15;16;10;4;;Ликвидировано (20.10.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";19 656 000;26 070 000;25 283 000;;;21 532 000;7 183 000;8 011 000;;;9 837 000;4 664 000;6 046 000;;;18 667 000;25 744 000;25 254 000;;;
1 433;1156313023448;18.06.2015;10;14.08.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;26;21;15;7;;Ликвидировано (14.08.2024).;;44 403 000;52 931 000;36 560 000;;;72 543 000;103 753 000;126 497 000;;;57 429 000;81 743 000;99 072 000;;;43 842 000;51 882 000;36 560 000;;;
1 434;1112721005650;02.06.2011;14;17.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;29;21;11;5;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (17.07.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";36 417 000;29 563 000;18 356 000;8 949 000;995 000;26 047 000;20 810 000;14 638 000;1 478 000;145 000;25 979 000;33 639 000;34 782 000;24 177 000;11 000;29 742 000;29 478 000;14 602 000;8 670 000;;-1 273 000
1 435;1151677000287;20.02.2015;10;30.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;84;84;85;74;76;Прекратило деятельность при присоединении (30.06.2025).;;143 464 000;116 120 000;157 186 000;167 089 000;211 331 000;113 406 000;122 131 000;132 358 000;157 835 000;180 726 000;41 851 000;43 215 000;35 407 000;25 811 000;2 298 000;108 130 000;87 139 000;96 533 000;104 862 000;180 538 000;46 404 000
1 436;1162536094797;21.11.2016;8;26.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;134;70;44;8;;Прекратило деятельность при присоединении (26.12.2024).;"""Перечень работодателей, деятельность которых отнесена к категории высокого риска""";931 616 000;420 746 000;738 159 000;;;692 450 000;789 497 000;135 841 000;;;918 794 000;1 024 116 000;352 858 000;;;642 043 000;248 787 000;118 124 000;;;
1 437;1212500009996;23.04.2021;4;31.05.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;2;46;51;;Ликвидировано (31.05.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр резидентов территорий опережающего социально-экономического развития""";;8 000;246 174 000;225 754 000;;;81 151 000;230 552 000;189 887 000;;;63 218 000;132 237 000;183 288 000;;;;244 918 000;149 972 000;;
1 438;1122721007958;19.06.2012;13;05.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;5;5;16;18;16;Прекратило деятельность при присоединении (05.08.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";63 401 000;7 158 000;46 450 000;71 050 000;83 899 000;4 352 000;7 688 000;9 144 000;7 012 000;7 030 000;298 000;14 215 000;33 112 000;45 936 000;56 140 000;62 736 000;7 093 000;46 286 000;70 796 000;83 389 000;-10 186 000
1 439;1107418000513;11.08.2010;15;22.04.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;58;58;;;;Прекратило деятельность при присоединении (22.04.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";90 183 000;92 622 000;;;;33 294 000;30 154 000;;;;7 131 000;6 325 000;;;;89 023 000;91 301 000;;;;
1 440;1205900002505;30.01.2020;5;24.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;28;40;;;;Исключение из ЕГРЮЛ недействующего юридического лица (24.02.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";139 505 000;200 653 000;;;;29 564 000;13 916 000;;;;27 340 000;10 271 000;;;;139 279 000;199 664 000;;;;
1 441;1151690075734;23.09.2015;10;10.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;11;20;33;;;Ликвидировано вследствие банкротства (10.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";128 393 000;187 341 000;391 701 000;;;18 690 000;21 422 000;73 649 000;;;18 072 000;18 863 000;58 967 000;;;128 390 000;187 119 000;386 221 000;;;
1 442;1171690061730;20.06.2017;8;11.04.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;55;46;;;;Ликвидировано (11.04.2022).;;126 651 000;177 076 000;;;;79 854 000;35 194 000;;;;48 112 000;16 749 000;;;;125 739 000;128 786 000;;;;
1 443;1177847358325;07.11.2017;7;08.11.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;51;47;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (08.11.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";118 096 000;145 472 000;;;;83 506 000;90 401 000;;;;78 005 000;77 052 000;;;;117 652 000;144 687 000;;;;
1 444;1176313037944;25.04.2017;8;22.10.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;36;36;32;1;;Ликвидировано (22.10.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";160 452 000;244 124 000;239 977 000;7 907 000;;70 033 000;149 383 000;163 330 000;129 660 000;;65 690 000;100 849 000;96 908 000;93 062 000;;155 493 000;240 376 000;235 153 000;6 721 000;;
1 445;1141841002291;09.04.2014;11;28.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;36;32;30;27;21;Прекратило деятельность при присоединении (28.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";115 596;132 755 000;118 545 000;111 043 000;136 357 000;56 511 000;85 032 000;105 538 000;124 767 000;;10 159 000;8 441 000;7 755 000;7 582 000;;114 925 000;128 145 000;117 948 000;110 371 000;;
1 446;1130280078048;27.12.2013;11;28.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;61;46;42;44;36;Прекратило деятельность при присоединении (28.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";231 082 000;185 790 000;153 029 000;178 438 000;234 429 000;51 783 000;52 445 000;69 225 000;89 875 000;;33 114 000;12 978 000;17 350 000;16 127 000;;223 356 000;184 330 000;152 241 000;177 834 000;;
1 447;1121650021877;07.12.2012;12;28.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;48;30;24;21;16;Прекратило деятельность при присоединении (28.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";194 135 000;134 660 000;114 400 000;111 816 000;124 878 000;58 366 000;79 013 000;101 298 000;118 999 000;;13 952 000;8 050 000;10 129 000;8 017 000;;190 042 000;134 004 000;113 844 000;111 232 000;;
1 448;1117154032137;18.11.2011;13;16.03.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;20;30;;;;Ликвидировано (16.03.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";58 126 000;100 578 000;0;;;8 279 000;2 050 000;1 061 000;;;5 007 000;1 746 000;787 000;;;57 208 000;97 078 000;;;;
1 449;1117154010522;06.04.2011;14;16.03.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;23;20;;;;Ликвидировано (16.03.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";41 065 000;50 578 000;0;;;2 715 000;538 000;181 000;;;2 211 000;245 000;22 000;;;40 116 000;49 078 000;;;;
1 450;1117154032126;18.11.2011;13;04.02.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;20;17;;;;Ликвидировано (04.02.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";36 339 000;39 693 000;0;;;4 063 000;144 000;142 000;;;5 227 000;;;;;35 623 000;38 593 000;;;;
1 451;1187154022714;01.10.2018;7;06.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;16;21;23;19;7;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (06.08.2025).;;154 956 000;260 374 000;260 374 000;405 986 000;64 284 000;92 637 000;133 945 000;133 945 000;255 692 000;148 343 000;94 804 000;132 521 000;132 521 000;254 135 000;155 077 000;151 162 000;254 191 000;254 191 000;375 559 000;16 294 000;-8 291 000
1 452;1147232045740;09.10.2014;11;28.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;2;2;16;18;Прекратило деятельность при присоединении (28.03.2025).;;173 367;661 000;2 551 000;42 952 000;68 824 000;26 005 000;12 915 000;3 724 000;5 765 000;9 875 000;8 362 000;257 000;2 292 000;22 121 000;51 413 000;168 386 000;24 000;2 196 000;41 713 000;66 784 000;-25 182 000
1 453;1216300023268;11.05.2021;4;16.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;1;37;48;;Ликвидировано (16.09.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";;0;93 710 000;167 439 000;63 582 000;;3 646 000;14 836 000;18 481 000;;;8 995 000;37 053 000;16 946 000;;;;93 694 000;167 367 000;;
1 454;1161690095335;26.04.2016;9;06.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;28;25;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (06.03.2025).;;41 726 000;44 019 000;;;;9 191 000;398 000;;;;10 166 000;11 463 000;;;;41 726 000;44 029 000;;;;
1 455;1167154080939;29.11.2016;8;26.04.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;747;663;621;;;Прекратило деятельность при присоединении (26.04.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр перевозчиков зерна""";1 300 802 000;1 471 037 000;1 760 216 000;;;548 984 000;897 154 000;1 127 325 000;;;447 429 000;794 661 000;970 143 000;;;1 254 547 000;1 359 013 000;1 654 855 000;;;
1 456;1115951000142;19.04.2011;14;28.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;33;17;2;1;;Ликвидировано вследствие банкротства (28.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";47 362 000;26 448 000;478 000;551 000;;9 850 000;4 649 000;2 894 000;2 378 000;;18 568 000;16 835 000;17 150 000;17 167 000;;44 121 000;23 957 000;130 000;;;
1 457;1207000008962;12.08.2020;5;28.08.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;4;29;25;;;Прекратило деятельность при присоединении (28.08.2023).;;0;1 375 000;5 688 000;;;309 136 000;374 914 000;124 838 000;;;318 303 000;448 587 000;537 789 000;;;;;3 287 000;;;
1 458;1136827001486;11.12.2013;11;17.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;18;17;15;9;1;Ликвидировано (17.03.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";10 546 000;9 409 000;9 602 000;5 626 000;690 000;7 811 000;1 831 000;1 768 000;410 000;8 000;479 000;752 000;743 000;382 000;5 000;10 542 000;9 399 000;9 602 000;5 626 000;690 000;-25 000
1 459;1166027060100;20.10.2016;8;01.12.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;17;17;;;;Ликвидировано (01.12.2022).;;54 155 000;65 240 000;80 000;;;38 106 000;3 953 000;100 000;;;15 384 000;3 853 000;;;;54 155 000;62 044 000;80 000;;;
1 460;1176196009989;01.03.2017;8;21.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;42;32;20;17;14;Прекратило деятельность при присоединении (21.08.2025).;"""Реестр управляющих организаций""";73 484 000;51 540 000;55 676 000;57 487 000;60 044 000;18 181 000;16 573 000;17 478 000;18 093 000;18 062 000;13 254 000;9 553 000;8 147 000;7 648 000;6 837 000;73 434 000;51 087 000;55 308 000;55 750 000;58 354 000;177 000
1 461;1197154009238;24.06.2019;6;26.08.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;14;15;15;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (26.08.2024).;"""Реестр управляющих организаций""";5 168 000;6 719 000;6 444 000;;;1 460 000;3 058 000;3 309 000;;;1 456 000;2 633 000;4 336 000;;;5 168 000;6 719 000;6 444 000;;;
1 462;1159102011551;28.01.2010;15;27.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;17;17;4;1;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (27.09.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";12 169 000;21 064 000;1 395 000;321 000;;1 502 000;989 000;219 000;244 000;;3 536 000;221 000;926 000;907 000;;12 169 000;20 785 000;1 374 000;115 000;;
1 463;1176196009440;28.02.2017;8;21.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;56;36;22;21;20;Прекратило деятельность при присоединении (21.08.2025).;"""Реестр управляющих организаций""";64 494 000;47 701 000;56 313 000;77 020 000;83 585 000;15 456 000;11 994 000;24 824 000;29 332 000;31 559 000;11 331 000;6 491 000;4 718 000;6 051 000;5 127 000;64 191 000;47 075 000;55 638 000;75 946 000;80 479 000;888 000
1 464;1176658026753;17.03.2017;8;04.05.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;102;108;78;;;Прекратило деятельность при присоединении (04.05.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";320 316 000;331 518 000;245 335 000;;;50 391 000;69 353 000;94 392 000;;;132 493 000;172 136 000;209 380 000;;;320 125 000;331 226 000;242 836 000;;;
1 465;1176196009549;28.02.2017;8;21.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;42;30;27;27;25;Прекратило деятельность при присоединении (21.08.2025).;"""Реестр управляющих организаций""";33 890 000;24 230 000;25 108 000;28 372 000;35 144 000;8 424 000;8 404 000;5 554 000;6 550 000;7 038 000;6 516 000;5 540 000;4 161 000;4 152 000;2 227 000;33 876 000;24 047 000;24 746 000;28 203 000;34 485 000;146 000
1 466;1177627008723;21.03.2017;8;10.10.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;31;30;;;;Исключение из ЕГРЮЛ недействующего юридического лица (10.10.2025).;;21 421 000;20 055 000;;;;13 190 000;13 321 000;;;;11 052 000;12 908 000;;;;21 202 000;19 944 000;;;;
1 467;1186658032098;20.04.2018;7;17.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;12;14;20;32;18;Прекратило деятельность при присоединении (17.04.2025).;;156 209;245 571 000;351 921 000;473 479 000;458 760 000;39 238 000;44 025 000;54 993 000;140 359 000;79 035 000;37 665 000;42 309 000;53 051 000;145 322 000;123 802 000;155 976 000;245 254 000;341 087 000;472 605 000;457 132 000;-39 804 000
1 468;1146680000610;16.06.2014;11;09.01.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;92;91;85;;;Прекратило деятельность при присоединении (09.01.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";198 084 000;124 302 000;;;;53 693 000;41 319 000;;;;48 476 000;34 715 000;;;;197 037 000;120 753 000;;;;
1 469;1192536015275;30.04.2019;6;30.12.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;21;10;;;Ликвидировано (30.12.2022).;"""Реестр операторов, осуществляющих обработку персональных данных""";9 767 000;10 755 000;;;;1 765 000;3 480 000;;;;1 634 000;3 336 000;;;;9 767 000;10 755 000;;;;
1 470;1186196015939;12.04.2018;7;30.09.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;4;1;3;20;36;Прекратило деятельность при присоединении (30.09.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";15 466 000;18 444 000;28 437 000;34 018 000;39 994 000;3 132 000;8 285 000;15 412 000;34 436 000;46 019 000;1 600 000;9 659 000;5 728 000;18 170 000;31 375 000;15 459 000;18 440 000;28 435 000;33 408 000;39 849 000;3 906 000
1 471;1161101055961;06.07.2016;9;27.07.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;21;19;;;Прекратило деятельность при присоединении (27.07.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";19 208 000;19 661 000;21 415 000;;;6 379 000;5 825 000;8 907 000;;;2 075 000;2 754 000;5 378 000;;;19 193 000;19 623 000;21 369 000;;;
1 472;1107232039342;12.11.2010;14;08.08.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;16;16;;;;Ликвидировано (08.08.2022).;"""Реестр операторов, осуществляющих обработку персональных данных""";11 950 000;14 235 000;;;;38 075 000;39 217 000;;;;23 295 000;25 735 000;;;;11 950 000;14 220 000;;;;
1 473;1126952006290;24.02.2012;13;11.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;20;;18;18;;Ликвидировано вследствие банкротства (11.02.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";5 719 000;5 000;0;0;;7 864 000;1 063 000;1 122 000;1 139 000;;8 416 000;1 620 000;1 835 000;1 859 000;;5 719 000;5 000;;;;
1 474;1156658005041;05.04.2015;10;05.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;45;58;72;69;75;Прекратило деятельность при присоединении (05.06.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";274 960 000;349 257 000;403 906 000;493 835 000;586 429 000;73 172 000;92 894 000;110 015 000;170 722 000;210 007 000;106 387 000;125 415 000;71 452 000;124 683 000;156 550 000;149 950 000;186 450 000;402 045 000;489 496 000;584 363 000;7 418 000
1 475;1134824001168;08.05.2013;12;12.01.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;17;18;18;;;Прекратило деятельность при присоединении (12.01.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";90 950 000;88 701 000;;;;21 206 000;25 727 000;;;;32 836 000;36 768 000;;;;90 806 000;88 619 000;;;;
1 476;1154253000626;04.02.2015;10;29.11.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;32;30;28;16;;Прекратило деятельность при присоединении (29.11.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";44 387 000;44 605 000;44 938 000;;;8 720 000;9 271 000;11 174 000;;;7 255 000;7 791 000;9 675 000;;;43 463 000;43 918 000;43 926 000;;;
