№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
1 306;1155024001846;02.03.2015;10;26.11.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;17;21;17;14;;Ликвидировано (26.11.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";118 694 000;200 043 000;202 068 000;246 169 000;;20 461 000;101 040 000;92 302 000;100 600 000;;8 997 000;5 919 000;47 274 000;2 996 000;;118 694 000;199 745 000;199 978 000;245 469 000;;
1 307;1155024003122;06.05.2015;10;25.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;20;34;27;20;12;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (25.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";160 312 000;199 964 000;212 183 000;244 373 000;145 530 000;41 226 000;79 859 000;148 264 000;355 769 000;;4 211 000;52 835 000;6 334 000;9 068 000;;160 312 000;199 964 000;209 323 000;232 306 000;;
1 308;1155024003309;07.05.2015;10;25.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;16;23;19;16;10;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (25.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";109 996 000;197 352 000;216 277 000;231 896 000;148 198 000;911 000;55 234 000;166 797 000;353 497 000;;5 060 000;41 558 000;6 502 000;8 698 000;;109 996 000;197 346 000;214 902 000;228 097 000;;
1 309;1155024001791;02.03.2015;10;25.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;32;26;19;9;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (25.04.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";184 838 000;200 123 000;211 255 000;218 448 000;181 645 000;60 140 000;102 261 000;135 556 000;86 561 000;;3 883 000;13 697 000;46 585 000;6 125 000;;184 838 000;199 961 000;204 360 000;215 144 000;;
1 310;1155024001813;02.03.2015;10;08.09.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;15;18;15;10;6;Ликвидировано (08.09.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";141 456 000;133 164 000;195 940 000;229 030 000;;120 000;10 304 000;34 608 000;75 096 000;;8 366 000;5 826 000;3 157 000;54 278 000;;141 456 000;133 164 000;195 931 000;227 040 000;;
1 311;1155024001736;02.03.2015;10;21.11.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;30;22;16;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (21.11.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";141 777 000;194 384 000;217 172 000;252 042 000;165 917 000;13 383 000;8 453 000;86 584 000;154 546 000;;6 036 000;8 173 000;36 683 000;11 407 000;;141 776 000;194 384 000;216 911 000;246 589 000;;
1 312;1187746973776;30.11.2018;6;28.03.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;18;22;13;;;Ликвидировано (28.03.2023).;"""Реестр аккредитованных организаций, осуществляющих деятельность в области информационных технологий""";41 904 000;60 666 000;102 217 000;;;103 481 000;75 769 000;11 057 000;;;31 300 000;63 444 000;7 591 000;;;41 593 000;60 642 000;70 927 000;;;
1 313;1117847707449;29.12.2011;13;22.11.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;60;26;18;17;;Ликвидировано (22.11.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";66 969 000;49 055 000;34 489 000;31 836 000;;53 080 000;40 362 000;28 941 000;15 796 000;;50 199 000;36 892 000;25 072 000;11 607 000;;66 969 000;43 138 000;34 489 000;31 836 000;;
1 314;1187847004168;15.01.2018;7;10.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;26;29;10;;;Ликвидировано (10.04.2025).;;166 591 000;216 353 000;51 323 000;14 118 000;596 000;94 801 000;115 720 000;122 190 000;121 294 000;2 387 000;87 244 000;110 548 000;105 604 000;106 327 000;;158 396 000;213 541 000;30 202 000;2 415 000;272 000;
1 315;1187847249260;06.09.2018;7;14.10.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;46;41;28;8;;Ликвидировано (14.10.2024).;;209 877 000;189 297 000;61 429 000;2 039 000;;6 667 000;5 941 000;1 603 000;74 000;;2 308 000;3 447 000;391 000;23 000;;111 536 000;102 679 000;28 816 000;2 039 000;;
1 316;5167746316205;10.11.2016;8;19.08.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;81;81;;;;Ликвидировано (19.08.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";805 405 000;1 190 984 000;;;;791 976 000;1 245 599 000;;;;783 999 000;1 231 568 000;;;;791 844 000;1 180 041 000;;;;
1 317;1177154017644;28.07.2017;8;26.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;26;27;23;1;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (26.05.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";10 017 000;9 952 000;7 956 000;120 000;;347 000;807 000;307 000;77 000;;3 137 000;4 323 000;2 448 000;2 125 000;;7 462 000;9 952 000;7 945 000;120 000;;
1 318;1157847094426;18.03.2015;10;10.01.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;30;24;;;;Исключение из ЕГРЮЛ недействующего юридического лица (10.01.2025).;;99 068 000;117 216 000;;;;54 565 000;80 626 000;;;;52 534 000;77 614 000;;;;72 807 000;81 762 000;;;;
1 319;1157847237217;09.07.2015;10;18.12.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;23;16;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (18.12.2023).;;119 615 000;136 194 000;4 824 000;;;57 684 000;19 089 000;249 000;;;55 572 000;16 157 000;1 000;;;119 559 000;133 751 000;4 720 000;;;
1 320;1186451029819;26.12.2018;6;23.11.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;27;27;12;;Прекратило деятельность при присоединении (23.11.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр аккредитованных организаций, осуществляющих деятельность в области информационных технологий""";18 015 000;67 763 000;90 843 000;;;20 614 000;49 694 000;3 561 000;;;21 591 000;50 602 000;31 311 000;;;17 234 000;65 635 000;78 211 000;;;
1 321;1167847306440;27.07.2016;9;25.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;53;45;35;16;;Ликвидировано (25.02.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";83 452 000;44 209 000;37 679 000;22 736 000;15 378 000;1 940 000;921 000;1 787 000;181 000;56 000;39 899 000;31 855 000;24 168 000;15 319 000;28 000;38 770 000;39 653 000;30 400 000;15 125 000;;15 166 000
1 322;1152468029911;18.06.2015;10;30.10.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;15;16;15;8;;Ликвидировано (30.10.2023).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";65 556 000;80 947 000;92 330 000;;;115 243 000;146 355 000;195 607 000;;;76 631 000;87 477 000;92 737 000;;;65 556 000;80 947 000;92 132 000;;;
1 323;1197847120349;24.05.2019;6;28.12.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;25;42;41;;;Ликвидировано (28.12.2022).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр аккредитованных организаций, осуществляющих деятельность в области информационных технологий""";165 371 000;294 673 000;;;;10 117 000;26 720 000;;;;6 044 000;14 782 000;;;;81 740 000;152 591 000;;;;
1 324;1197847119601;23.05.2019;6;19.12.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;55;205;106;;;Ликвидировано (19.12.2023).;;33 103 000;246 669 000;141 122 000;;;8 931 000;56 140 000;55 478 000;;;8 536 000;55 047 000;54 083 000;;;33 103 000;246 669 000;141 004 000;;;
1 325;1192375083284;29.11.2019;5;20.11.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;80;81;71;;;Ликвидировано (20.11.2024).;;32 793 000;43 921 000;45 891 000;1 517 000;;2 924 000;6 636 000;12 322 000;13 551 000;;1 683 000;2 604 000;3 000;73 000;;32 700 000;43 422 000;44 034 000;;;
1 326;1177627029887;14.09.2017;8;01.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;8;16;17;9;3;Прекратило деятельность при присоединении (01.07.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";5 613 000;10 299 000;29 156 000;6 375 000;1 811 000;41 200 000;51 767 000;38 182 000;24 155 000;1 922 000;41 723 000;64 952 000;74 901 000;81 016 000;53 282 000;5 385 000;8 332 000;14 081 000;4 814 000;385 000;-6 236 000
