№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
67;1215000071769;13.07.2021;4;02.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;1;29;28;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (02.06.2025).;;;;395 193 000;;;;200 000;191 945 000;;;;100 000;188 136 000;;;;;395 131 000;;;
68;1203600025837;24.08.2020;5;08.08.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;19;32;1;1;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (08.08.2024).;;15 826 000;25 789 000;;;;9 606 000;4 154 000;4 154 000;4 154 000;;9 462 000;3 944 000;3 944 000;3 944 000;;15 825 000;25 789 000;;;;
69;1122367001129;05.03.2012;13;27.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;27;24;8;;;Исключение из ЕГРЮЛ недействующего юридического лица (27.06.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";44 672 000;47 771 000;5 730 000;;;7 906 000;10 141 000;9 590 000;;;3 289 000;1 427 000;8 691 000;;;44 672 000;47 767 000;5 730 000;;;
70;1112367003407;17.08.2011;14;27.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;57;53;17;;;Исключение из ЕГРЮЛ недействующего юридического лица (27.06.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";61 787 000;62 116 000;31 207 000;;;19 494 000;20 843 000;5 621 000;;;5 905 000;3 426 000;4 494 000;;;61 643 000;61 722 000;9 770 000;;;
71;1203800023745;17.11.2020;4;31.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;1;18;25;12;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (31.07.2025).;;;195 355 000;211 819 000;32 829 000;;;12 062 000;21 912 000;8 724 000;;;287 000;486 000;750 000;;;194 258 000;211 753 000;32 750 000;;
72;1192724009906;06.05.2019;6;27.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;41;46;49;16;;Ликвидировано вследствие банкротства (27.02.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";2 033 916 000;2 635 807 000;2 985 211 000;1 278 906 000;;276 249 000;390 549 000;447 333 000;274 784 000;;228 149 000;294 822 000;274 217 000;83 106 000;;2 033 584 000;2 635 728 000;2 982 335 000;1 277 967 000;;
73;1156658045840;22.07.2015;10;09.01.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;25;23;23;;;Исключение из ЕГРЮЛ недействующего юридического лица (09.01.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";129 594 000;137 301 000;83 398 000;;;3 469 000;4 932 000;1 589 000;;;1 587 000;2 554 000;1 265 000;;;129 594 000;137 301 000;83 398 000;;;
74;1113926021329;15.06.2011;14;12.07.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;45;18;14;7;;Ликвидировано (12.07.2024).;;338 757;210 522 000;123 859 000;75 584 000;0;51 949 000;26 268 000;29 496 000;2 942 000;;32 077 000;15 010 000;13 010 000;468 000;;337 778 000;208 019 000;120 385 000;70 973 000;;
75;1142223002151;19.02.2014;11;29.08.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;48;47;;;;Прекратило деятельность при слиянии (29.08.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";416 186 000;440 023 000;;;;120 295 000;174 034 000;;;;92 870 000;114 147 000;;;;405 803 000;421 338 000;;;;
76;1183256006317;09.08.2018;7;26.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;53;38;25;25;35;Прекратило деятельность при присоединении (26.03.2025).;;52 890 000;68 999 000;153 086 000;235 532 000;;33 809 000;91 496 000;276 443 000;96 039 000;;32 922 000;87 474 000;272 904 000;57 538 000;;52 890 000;63 920 000;153 085 000;231 936 000;;
77;1217700614834;15.12.2021;3;06.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;;45;63;47;Прекратило деятельность при присоединении (06.05.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";;;279 352 000;320 209 000;316 511 000;;;667 476 000;540 701 000;199 427 000;;;762 250 000;751 986 000;473 414 000;;;248 892 000;300 677 000;276 982 000;-62 121 000
78;1177746482957;16.05.2017;8;28.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;19;22;21;16;Ликвидировано (28.05.2025).;;483 105 000;639 341 000;615 469 000;430 150 000;158 165 000;143 646 000;212 906 000;318 746 000;478 426 000;169 377 000;96 164 000;120 366 000;131 612 000;286 349 000;3 195 000;474 173 000;631 816 000;523 338 000;426 365 000;149 741 000;-26 990 000
